Brand,Model,Processor,RAM,Storage Capacity,Display Size,OS,GPU,Weight,Warranty,Price
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",No OS,AMD Radeon R5 M430,1.9,3,107456
Asus,Rog G752VY-GC229T,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 980M,4.3,3,627800
Acer,Aspire 3,Intel Celeron Dual Core N3350 2GHz,4GB,1TB HDD,"15.6""",Linux,Intel HD Graphics 500,2.1,3,79424
MSI,GS73VR 7RF,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1060,2.43,2,598016
Dell,Inspiron 5567,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,"15.6""",Windows,AMD Radeon R7 M440,2.3,3,145708
Lenovo,IdeaPad 310-15ISK,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,"15.6""",No OS,Nvidia GeForce 920MX,2.2,1,183668
Dell,Inspiron 5579,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"15.6""",Windows,Intel UHD Graphics 620,2,2,375220
Dell,XPS 13,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.2,2,782560
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.2,2,341348
Dell,Inspiron 5567,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon R7 M445,2.36,2,259588
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.91,2,169068
Lenovo,IdeaPad 320-15AST,AMD E-Series 9000 2.2GHz,4GB,500GB HDD,"15.6""",Windows,AMD Radeon R2 Graphics,2.2,2,87308
Acer,Aspire E5-774G,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,"17.3""",Windows,Nvidia GeForce 940MX,3.3,2,183668
Asus,Rog Strix,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1070,2.2,2,715108
Apple,"MacBook 12""",Intel Core M 1.2GHz,8GB,512GB Flash Storage,"12.0""",Mac OS,Intel HD Graphics 515,0.92,2,373468
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.2,2,510708
MSI,GS73VR Stealth,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1060,2.43,2,568816
Dell,Inspiron 7579,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,2.191,3,291708
Asus,ROG Strix,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1060,2.9,2,569108
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Intel Celeron Dual Core 3205U 1.5GHz,2GB,32GB SSD,"11.6""",Chrome OS,Intel HD Graphics,1.3,2,50808
Acer,E5 774G,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"17.3""",Windows,Nvidia GeForce 940MX,3.3,2,174616
Lenovo,IdeaPad 320-17IKB,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"17.3""",No OS,Intel HD Graphics 620,2.8,2,157388
Lenovo,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 960<U+039C>,2.6,2,371424
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),Intel Core i7 7Y75 1.3GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 615,1.2,2,335508
Lenovo,Thinkpad T560,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 520,2.3,2,446468
MSI,GP62MVR 6RF,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.2,3,430992
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,AMD A12-Series 9720P 2.7GHz,6GB,1TB HDD,"15.6""",Windows,AMD Radeon 530,2.1,2,154468
Dell,Latitude E7270,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,"12.5""",Windows,Intel HD Graphics 520,1.26,2,500196
Dell,Inspiron 5578,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,"15.0""",Windows,Intel HD Graphics 620,2.08,2,148628
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 405,2.65,2,90228
Dell,XPS 13,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.29,2,431284
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,"15.6""",Linux,Intel HD Graphics 520,2.18,2,152132
Lenovo,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 960M,2.6,2,300468
MSI,GL62M 7RDX,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.2,3,335508
Lenovo,ThinkPad Yoga,Intel Core i7 6500U 2.50GHz,16GB,512GB SSD,"12.5""",Windows,Intel HD Graphics 520,1.3,2,481800
Razer,Blade Pro,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,"14.0""",Windows,Nvidia GeForce GTX 1060,1.95,2,1021708
Dell,Inspiron 3567,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.3,2,136948
MSI,GE72VR Apache,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1060,2.7,2,466616
Apple,MacBook Air,Intel Core i5 1.6GHz,4GB,256GB Flash Storage,"11.6""",Mac OS,Intel HD Graphics 6000,1.08,2,280028
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 520,2.1,2,139576
HP,EliteBook 840,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 520,1.54,2,641816
Dell,Vostro 3559,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 520,2.24,2,215204
MSI,GL62 6QF,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 960M,2.3,2,341348
Lenovo,ThinkPad 13,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.4,2,437708
Lenovo,IdeaPad 320-15ABR,AMD A12-Series 9720P 3.6GHz,6GB,256GB SSD,"15.6""",Windows,AMD Radeon 530,2.2,3,174324
Asus,ZenBook UX310UA-WB71,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 520,1.45,2,373760
Acer,Aspire ES1-572,Intel Core i3 6006U 2.0GHz,4GB,500GB HDD,"15.6""",Linux,Intel HD Graphics 520,2.4,2,105412
Dell,Inspiron 7779,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,"17.3""",Windows,Nvidia GeForce 940MX,2.77,2,525308
HP,EliteBook 840,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 520,1.54,2,320908
Asus,Rog GL553VE-FY052T,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,2.5,2,467200
Dell,Latitude 5480,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,"14.0""",Windows,Intel HD Graphics 620,1.6,2,255500
Asus,Rog GL502VS,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1070,2.34,2,678900
Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",No OS,Intel HD Graphics 620,2.3,2,167316
Dell,XPS 13,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 615,1.24,2,529396
Dell,Inspiron 3552,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,"15.6""",Linux,Intel HD Graphics,2.2,2,94608
HP,255 G6,AMD A6-Series 9220 2.5GHz,4GB,500GB HDD,"15.6""",Windows,AMD Radeon R4 Graphics,1.86,2,116508
Lenovo,IdeaPad 310-15ISK,Intel Core i3 6100U 2.3GHz,6GB,128GB SSD,"15.6""",Windows,Nvidia GeForce 920MX,2.4,2,166148
Lenovo,ThinkPad L460,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 520,1.9,2,313024
Dell,Inspiron 3552,Intel Pentium Quad Core N3700 1.6GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics,2.2,2,129356
Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,"15.6""",Windows,Intel,2,2,98988
Asus,Rog G752VT-GC073T,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,"17.3""",Windows,NVIDIA GeForce GTX 970M,4,2,554800
Dell,Vostro 3568,Intel Core i3 6006U 2GHz,4GB,500GB HDD,"15.6""",Windows,Intel,2.29,2,143080
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Intel Core i7 6500U 2.5GHz,8GB,1TB Hybrid,"15.6""",Windows,AMD,2.32,2,261340
MSI,GE62 Apache,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,NVIDIA GeForce GTX 960M,2.4,2,358868
Lenovo,Yoga 500-14IBD,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,"14.0""",Windows,Intel,1.8,2,243236
Asus,ZenBook UX305CA-UBM1,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,"13.3""",Windows,Intel,1.2,2,212868
Dell,Inspiron 3567,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,"15.6""",Windows,Intel,2.3,2,134028
Acer,Aspire ES1-531,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,"15.6""",Linux,Intel,2.4,2,84388
Dell,Inspiron 3552,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,"15.6""",Windows,Intel,2.2,1,110668
Lenovo,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,"15.6""",Windows,NVIDIA GeForce GTX 960M,2.6,1,262508
HP,Pavilion 15-AW003nv,AMD A9-Series 9410 2.9GHz,6GB,1TB Hybrid,"15.6""",Windows,AMD,2.04,1,160308
Dell,Inspiron 3567,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,"15.6""",Linux,AMD,2.3,1,235060
HP,Stream 11-Y000na,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,"11.6""",Windows,Intel,1.17,2,61028
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,"15.6""",Windows,NVIDIA GeForce 920M,2.2,2,210240
Lenovo,Yoga 500-14ISK,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,"14.0""",Windows,Intel,1.8,2,186296
Lenovo,Yoga 900-13ISK,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,"13.3""",Windows,Intel,1.3,2,437708
Lenovo,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,"14.0""",Windows,Intel,1.5,2,66868
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,"15.6""",Windows,AMD,2.19,2,223088
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,"15.6""",Windows,Intel,2.2,2,107748
Asus,ZenBook UX305CA-UBM1,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,"13.3""",Windows,Intel,1.2,2,212868
Dell,Inspiron 3567,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,"15.6""",Windows,Intel,2.3,2,134028
Acer,Aspire ES1-531,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,"15.6""",Linux,Intel,2.4,3,84388
Dell,Inspiron 3552,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,"15.6""",Windows,Intel,2.2,2,110668
Lenovo,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,"15.6""",Windows,NVIDIAGeForce GTX 960M,2.6,2,262508
HP,Pavilion 15-AW003nv,AMD A9-Series 9410 2.9GHz,6GB,1TB Hybrid,"15.6""",Windows,AMD,2.04,2,160308
Dell,Inspiron 3567,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,"15.6""",Linux,AMD,2.3,2,235060
HP,Stream 11-Y000na,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,"11.6""",Windows,Intel,1.17,2,61028
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,"15.6""",Windows,NVIDIA GeForce 920M,2.2,2,210240
Lenovo,Yoga 500-14ISK,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,"14.0""",Windows,Intel,1.8,0,186296
Lenovo,Yoga 900-13ISK,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,"13.3""",Windows,Intel,1.3,2,437708
Lenovo,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,"14.0""",Windows,Intel,1.5,3,66868
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,"15.6""",Windows,AMD,2.19,1,223088
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,"15.6""",Windows,Intel,2.2,2,107748
Asus,ZenBook UX305CA-UBM1,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,"13.3""",Windows,Intel,1.2,3,212868
Dell,Inspiron 3567,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,"15.6""",Windows,Intel,2.3,2,134028
Acer,Aspire ES1-531,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,"15.6""",Linux,Intel,2.4,3,84388
Dell,Inspiron 3552,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,"15.6""",Windows,Intel,2.2,2,110668
Lenovo,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,"15.6""",Windows,NVIDIA GeForce GTX 960M,2.6,2,262508
HP,Pavilion 15-AW003nv,AMD A9-Series 9410 2.9GHz,6GB,1TB Hybrid,"15.6""",Windows,AMD,2.04,2,160308
Dell,Inspiron 3567,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,"15.6""",Linux,AMD,2.3,2,235060
HP,Stream 11-Y000na,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,"11.6""",Windows,Intel ,1.17,2,61028
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,"15.6""",Windows,Nvidia GeForce 920M,2.2,2,210240
Lenovo,Yoga 500-14ISK,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,"14.0""",Windows,Intel ,1.8,1,186296
Lenovo,Yoga 900-13ISK,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,"13.3""",Windows,Intel,1.3,1,437708
Lenovo,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,"14.0""",Windows,Intel ,1.5,1,66868
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,"15.6""",Windows,AMD,2.19,1,223088
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,"15.6""",Windows,Intel,2.2,3,107748
